,season,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,month,year
486,summer,0,Thursday,1,Clear,23.130847,79.7083,9.249886,667,5502,6169,May,2019
487,summer,0,Friday,1,Mist + Cloudy,22.96,76.8333,8.957632,764,5657,6421,May,2019
488,summer,0,Saturday,0,Clear,25.7275,73.5417,10.916846,1069,5227,6296,May,2019
489,summer,0,Sunday,0,Mist + Cloudy,25.488347,75.6667,10.250464,2496,4387,6883,May,2019
490,summer,0,Monday,1,Mist + Cloudy,23.0625,74.0,10.041893,2135,4224,6359,May,2019
491,summer,0,Tuesday,1,Mist + Cloudy,22.0375,66.4167,15.458307,1008,5265,6273,May,2019
492,summer,0,Wednesday,1,Mist + Cloudy,23.848347,68.5833,19.833943,738,4990,5728,May,2019
493,summer,0,Thursday,1,Mist + Cloudy,23.575,74.4167,14.499604,620,4097,4717,May,2019
494,summer,0,Friday,1,Clear,20.739153,55.2083,21.042221,1026,5546,6572,May,2019
495,summer,0,Saturday,0,Clear,21.866653,36.0417,15.874779,1319,5711,7030,May,2019
496,summer,0,Sunday,0,Clear,23.130847,48.0417,8.249911,2622,4807,7429,May,2019
497,summer,0,Monday,1,Clear,25.1125,57.625,15.082839,2172,3946,6118,May,2019
498,summer,0,Tuesday,1,Mist + Cloudy,23.506653,78.9583,14.250364,342,2501,2843,May,2019
499,summer,0,Wednesday,1,Mist + Cloudy,25.078347,79.4583,9.875264,625,4490,5115,May,2019
500,summer,0,Thursday,1,Clear,26.103347,69.7917,8.208304,991,6433,7424,May,2019
501,summer,0,Friday,1,Clear,24.326653,52.0,15.374825,1242,6142,7384,May,2019
502,summer,0,Saturday,0,Clear,23.130847,52.3333,9.166739,1521,6118,7639,May,2019
503,summer,0,Sunday,0,Clear,24.6,45.625,5.626325,3410,4884,8294,May,2019
504,summer,0,Monday,1,Clear,25.454153,53.0417,17.042589,2704,4425,7129,May,2019
505,summer,0,Tuesday,1,Mist + Cloudy,24.531653,81.125,15.624668,630,3729,4359,May,2019
506,summer,0,Wednesday,1,Mist + Cloudy,25.215,76.5833,7.917189,819,5254,6073,May,2019
507,summer,0,Thursday,1,Mist + Cloudy,25.488347,77.4583,6.834,766,4494,5260,May,2019
508,summer,0,Friday,1,Clear,26.855,71.6667,11.584032,1059,5711,6770,May,2019
509,summer,0,Saturday,0,Clear,27.88,74.7083,9.41685,1417,5317,6734,May,2019
510,summer,0,Sunday,0,Clear,28.3925,73.25,13.332464,2855,3681,6536,May,2019
511,summer,0,Monday,1,Clear,28.29,69.7083,14.416457,3283,3308,6591,May,2019
512,summer,1,Tuesday,0,Clear,29.2125,67.625,13.166907,2557,3486,6043,May,2019
513,summer,0,Wednesday,1,Clear,29.6225,68.4583,19.7918,880,4863,5743,May,2019
514,summer,0,Thursday,1,Mist + Cloudy,26.923347,67.0,9.000043,745,6110,6855,May,2019
515,summer,0,Friday,1,Clear,27.88,49.2917,13.083693,1100,6238,7338,May,2019
516,summer,0,Saturday,0,Mist + Cloudy,26.820847,75.5417,15.916721,533,3594,4127,June,2019
517,summer,0,Sunday,0,Clear,23.916653,54.9167,12.499654,2795,5325,8120,June,2019
518,summer,0,Monday,1,Clear,24.7025,49.3333,12.333829,2494,5147,7641,June,2019
519,summer,0,Tuesday,1,Clear,24.4975,48.7083,19.083811,1071,5927,6998,June,2019
520,summer,0,Wednesday,1,Mist + Cloudy,22.174153,61.3333,14.041525,968,6033,7001,June,2019
521,summer,0,Thursday,1,Clear,22.720847,61.125,5.167375,1027,6028,7055,June,2019
522,summer,0,Friday,1,Clear,24.7025,56.7083,10.54245,1038,6456,7494,June,2019
523,summer,0,Saturday,0,Clear,26.615847,46.7917,11.750661,1488,6248,7736,June,2019
524,summer,0,Sunday,0,Clear,29.144153,43.7083,9.667229,2708,4790,7498,June,2019
525,summer,0,Monday,1,Clear,29.793347,53.8333,8.959307,2224,4374,6598,June,2019
526,summer,0,Tuesday,1,Mist + Cloudy,29.554153,58.7917,13.916771,1017,5647,6664,June,2019
527,summer,0,Wednesday,1,Mist + Cloudy,26.786653,83.3333,14.374582,477,4495,4972,June,2019
528,summer,0,Thursday,1,Clear,26.889153,58.2083,22.999693,1173,6248,7421,June,2019
529,summer,0,Friday,1,Clear,26.581653,56.9583,17.000111,1180,6183,7363,June,2019
530,summer,0,Saturday,0,Clear,26.205847,58.9583,11.833339,1563,6102,7665,June,2019
531,summer,0,Sunday,0,Clear,25.898347,50.4167,11.166689,2963,4739,7702,June,2019
532,summer,0,Monday,1,Clear,24.2925,59.875,9.708568,2634,4344,6978,June,2019
533,summer,0,Tuesday,1,Mist + Cloudy,23.301653,77.7917,11.707982,653,4446,5099,June,2019
534,summer,0,Wednesday,1,Clear,28.221653,69.0,9.917139,968,5857,6825,June,2019
535,summer,0,Thursday,1,Clear,32.0825,59.2083,7.625404,872,5339,6211,June,2019
536,fall,0,Friday,1,Clear,33.039153,56.7917,7.958729,778,5127,5905,June,2019
537,fall,0,Saturday,0,Clear,31.8775,57.375,12.250414,964,4859,5823,June,2019
538,fall,0,Sunday,0,Clear,29.998347,53.4583,12.041307,2657,4801,7458,June,2019
539,fall,0,Monday,1,Clear,30.476653,47.9167,9.750175,2551,4340,6891,June,2019
540,fall,0,Tuesday,1,Clear,29.349153,50.4167,20.125661,1139,5640,6779,June,2019
541,fall,0,Wednesday,1,Clear,25.864153,37.3333,23.292014,1077,6365,7442,June,2019
542,fall,0,Thursday,1,Clear,28.5975,36.0,18.208925,1077,6258,7335,June,2019
543,fall,0,Friday,1,Clear,30.715847,42.25,11.50055,921,5958,6879,June,2019
544,fall,0,Saturday,0,Clear,34.200847,48.875,11.082939,829,4634,5463,June,2019
545,fall,0,Sunday,0,Clear,31.365,60.125,10.791757,1455,4232,5687,June,2019
546,fall,0,Monday,1,Clear,33.449153,51.875,11.291443,1421,4110,5531,July,2019
547,fall,0,Tuesday,1,Clear,32.048347,44.7083,13.082889,904,5323,6227,July,2019
548,fall,0,Wednesday,1,Clear,32.014153,49.2083,8.457879,1052,5608,6660,July,2019
549,fall,1,Thursday,0,Clear,32.355847,53.875,9.04165,2562,4841,7403,July,2019
550,fall,0,Friday,1,Clear,33.9275,45.7917,12.999943,1405,4836,6241,July,2019
551,fall,0,Saturday,0,Clear,33.961653,45.0833,9.791514,1366,4841,6207,July,2019
552,fall,0,Sunday,0,Clear,35.328347,49.2083,10.958118,1448,3392,4840,July,2019
553,fall,0,Monday,1,Clear,33.7225,57.375,8.417143,1203,3469,4672,July,2019
554,fall,0,Tuesday,1,Mist + Cloudy,29.144153,68.3333,12.125325,998,5571,6569,July,2019
555,fall,0,Wednesday,1,Mist + Cloudy,29.554153,66.75,10.166379,954,5336,6290,July,2019
556,fall,0,Thursday,1,Clear,29.383347,63.3333,10.166111,975,6289,7264,July,2019
557,fall,0,Friday,1,Clear,29.349153,52.9583,9.833925,1032,6414,7446,July,2019
558,fall,0,Saturday,0,Mist + Cloudy,29.998347,48.5833,5.41695,1511,5988,7499,July,2019
559,fall,0,Sunday,0,Mist + Cloudy,28.836653,69.9167,9.626493,2355,4614,6969,July,2019
560,fall,0,Monday,1,Clear,30.579153,71.7917,11.166689,1920,4111,6031,July,2019
561,fall,0,Tuesday,1,Clear,31.296653,64.5,11.000529,1088,5742,6830,July,2019
562,fall,0,Wednesday,1,Clear,33.551653,50.5833,7.666743,921,5865,6786,July,2019
563,fall,0,Thursday,1,Clear,32.526653,57.7083,9.208614,799,4914,5713,July,2019
564,fall,0,Friday,1,Clear,31.57,60.0417,11.083743,888,5703,6591,July,2019
565,fall,0,Saturday,0,Mist + Cloudy,27.299153,84.4167,14.000789,747,5123,5870,July,2019
566,fall,0,Sunday,0,Light Snow,24.429153,86.5417,14.2911,1264,3195,4459,July,2019
567,fall,0,Monday,1,Mist + Cloudy,27.3675,76.25,6.2926936,2544,4866,7410,July,2019
568,fall,0,Tuesday,1,Clear,30.408347,69.4167,9.291761,1135,5831,6966,July,2019
569,fall,0,Wednesday,1,Clear,30.784153,65.5,14.167418,1140,6452,7592,July,2019
570,fall,0,Thursday,1,Clear,29.690847,45.0,11.0416,1383,6790,8173,July,2019
571,fall,0,Friday,1,Clear,31.843347,59.6667,19.082471,1036,5825,6861,July,2019
572,fall,0,Saturday,0,Clear,32.048347,59.4583,10.250464,1259,5645,6904,July,2019
573,fall,0,Sunday,0,Clear,30.989153,61.3333,10.54245,2234,4451,6685,July,2019
574,fall,0,Monday,1,Clear,29.588347,62.375,11.416532,2153,4444,6597,July,2019
575,fall,0,Tuesday,1,Clear,29.964153,66.875,10.292339,1040,6065,7105,July,2019
576,fall,0,Wednesday,1,Clear,29.246653,70.4167,11.083475,968,6248,7216,July,2019
577,fall,0,Thursday,1,Clear,29.4175,67.75,9.458993,1074,6506,7580,August,2019
578,fall,0,Friday,1,Clear,30.8525,65.9583,8.666718,983,6278,7261,August,2019
579,fall,0,Saturday,0,Mist + Cloudy,31.399153,64.25,14.458064,1328,5847,7175,August,2019
580,fall,0,Sunday,0,Clear,32.526653,61.3333,17.249686,2345,4479,6824,August,2019
581,fall,0,Monday,1,Clear,31.535847,65.25,19.458207,1707,3757,5464,August,2019
582,fall,0,Tuesday,1,Mist + Cloudy,30.8525,65.4167,8.666718,1233,5780,7013,August,2019
583,fall,0,Wednesday,1,Mist + Cloudy,30.169153,70.375,7.832836,1278,5995,7273,August,2019
584,fall,0,Thursday,1,Mist + Cloudy,30.75,67.2917,7.4169,1263,6271,7534,August,2019
585,fall,0,Friday,1,Clear,30.989153,62.0417,10.4587,1196,6090,7286,August,2019
586,fall,0,Saturday,0,Mist + Cloudy,29.349153,71.5833,16.000471,1065,4721,5786,August,2019
587,fall,0,Sunday,0,Mist + Cloudy,28.3925,73.2917,13.834093,2247,4052,6299,August,2019
588,fall,0,Monday,1,Clear,28.734153,53.0417,8.208304,2182,4362,6544,August,2019
589,fall,0,Tuesday,1,Clear,29.554153,54.5417,9.126204,1207,5676,6883,August,2019
590,fall,0,Wednesday,1,Clear,29.793347,68.6667,11.333586,1128,5656,6784,August,2019
591,fall,0,Thursday,1,Clear,28.973347,61.9583,11.374657,1198,6149,7347,August,2019
592,fall,0,Friday,1,Clear,29.485847,51.9167,9.500332,1338,6267,7605,August,2019
593,fall,0,Saturday,0,Clear,29.656653,57.0833,15.500718,1483,5665,7148,August,2019
594,fall,0,Sunday,0,Clear,27.811653,60.3333,11.917089,2827,5038,7865,August,2019
595,fall,0,Monday,1,Mist + Cloudy,26.069153,71.1667,5.79215,1208,3341,4549,August,2019
596,fall,0,Tuesday,1,Mist + Cloudy,26.069153,73.4167,8.708593,1026,5504,6530,August,2019
597,fall,0,Wednesday,1,Clear,26.615847,67.375,4.8756436,1081,5925,7006,August,2019
598,fall,0,Thursday,1,Clear,27.3675,67.7083,4.7089811,1094,6281,7375,August,2019
599,fall,0,Friday,1,Clear,28.529153,63.5833,5.6679186,1363,6402,7765,August,2019
600,fall,0,Saturday,0,Mist + Cloudy,28.8025,61.5,4.8337686,1325,6257,7582,August,2019
601,fall,0,Sunday,0,Mist + Cloudy,27.128347,71.2917,16.375336,1829,4224,6053,August,2019
602,fall,0,Monday,1,Mist + Cloudy,26.786653,84.5833,15.333486,1483,3772,5255,August,2019
603,fall,0,Tuesday,1,Clear,28.836653,73.0417,8.625111,989,5928,6917,August,2019
604,fall,0,Wednesday,1,Clear,29.861653,62.0,12.791975,935,6105,7040,August,2019
605,fall,0,Thursday,1,Clear,28.085,55.2083,7.541654,1177,6520,7697,August,2019
606,fall,0,Friday,1,Clear,28.973347,59.0417,5.1668189,1172,6541,7713,August,2019
607,fall,0,Saturday,0,Clear,31.330847,58.75,11.291711,1433,5917,7350,August,2019
608,fall,0,Sunday,0,Mist + Cloudy,30.886653,63.8333,7.583529,2352,3788,6140,September,2019
609,fall,0,Monday,1,Mist + Cloudy,28.563347,81.5,4.2927436,2613,3197,5810,September,2019
610,fall,1,Tuesday,0,Clear,29.0075,79.0833,10.125107,1965,4069,6034,September,2019
611,fall,0,Wednesday,1,Clear,29.759153,75.5,15.833507,867,5997,6864,September,2019
612,fall,0,Thursday,1,Clear,30.203347,74.125,12.583136,832,6280,7112,September,2019
613,fall,0,Friday,1,Mist + Cloudy,28.563347,81.0417,9.542207,611,5592,6203,September,2019
614,fall,0,Saturday,0,Clear,28.836653,73.625,11.500282,1045,6459,7504,September,2019
615,fall,0,Sunday,0,Mist + Cloudy,27.025847,79.9167,18.833968,1557,4419,5976,September,2019
616,fall,0,Monday,1,Clear,25.01,54.75,15.041232,2570,5657,8227,September,2019
617,fall,0,Tuesday,1,Clear,23.916653,50.375,17.333771,1118,6407,7525,September,2019
618,fall,0,Wednesday,1,Clear,23.6775,52.0,6.1676314,1070,6697,7767,September,2019
619,fall,0,Thursday,1,Clear,24.565847,57.7083,8.833682,1050,6820,7870,September,2019
620,fall,0,Friday,1,Clear,25.1125,63.7083,5.5422936,1054,6750,7804,September,2019
621,fall,0,Saturday,0,Clear,25.966653,67.25,6.958821,1379,6630,8009,September,2019
622,fall,0,Sunday,0,Clear,24.941653,50.1667,16.583907,3160,5554,8714,September,2019
623,fall,0,Monday,1,Clear,23.78,57.0,6.0422811,2166,5167,7333,September,2019
624,fall,0,Tuesday,1,Mist + Cloudy,23.814153,73.4583,10.166714,1022,5847,6869,September,2019
625,fall,0,Wednesday,1,Mist + Cloudy,25.556653,87.25,23.958329,371,3702,4073,September,2019
626,fall,0,Thursday,1,Clear,22.6525,53.6667,14.416725,788,6803,7591,September,2019
627,fall,0,Friday,1,Clear,22.413347,61.8333,7.917189,939,6781,7720,September,2019
628,fall,0,Saturday,0,Clear,24.565847,66.875,10.333343,1250,6917,8167,September,2019
629,fall,0,Sunday,0,Clear,26.65,64.6667,19.000061,2512,5883,8395,September,2019
630,winter,0,Monday,1,Clear,21.695847,46.7083,14.958286,2454,5453,7907,September,2019
631,winter,0,Tuesday,1,Clear,21.080847,49.2917,9.541068,1001,6435,7436,September,2019
632,winter,0,Wednesday,1,Clear,22.55,57.0,15.833507,845,6693,7538,September,2019
633,winter,0,Thursday,1,Clear,26.035,63.0833,16.3748,787,6946,7733,September,2019
634,winter,0,Friday,1,Mist + Cloudy,26.65,69.0833,9.000914,751,6642,7393,September,2019
635,winter,0,Saturday,0,Mist + Cloudy,25.385847,69.0,10.999993,1045,6370,7415,September,2019
636,winter,0,Sunday,0,Clear,22.2425,54.2917,15.249468,2589,5966,8555,September,2019
637,winter,0,Monday,1,Clear,21.593347,58.3333,9.042186,2015,4874,6889,September,2019
638,winter,0,Tuesday,1,Mist + Cloudy,21.354153,64.9167,6.0838814,763,6015,6778,October,2019
639,winter,0,Wednesday,1,Light Snow,24.224153,87.1667,6.999825,315,4324,4639,October,2019
640,winter,0,Thursday,1,Mist + Cloudy,26.9575,79.375,4.4585686,728,6844,7572,October,2019
641,winter,0,Friday,1,Mist + Cloudy,26.9575,72.2917,7.875582,891,6437,7328,October,2019
642,winter,0,Saturday,0,Clear,25.215,62.75,7.12545,1516,6640,8156,October,2019
643,winter,0,Sunday,0,Clear,22.720847,66.4167,17.957675,3031,4934,7965,October,2019
644,winter,0,Monday,1,Mist + Cloudy,17.049153,70.8333,9.457854,781,2729,3510,October,2019
645,winter,1,Tuesday,0,Mist + Cloudy,15.716653,70.9583,12.708493,874,4604,5478,October,2019
646,winter,0,Wednesday,1,Mist + Cloudy,18.313347,76.1667,12.7501,601,5791,6392,October,2019
647,winter,0,Thursday,1,Clear,21.080847,63.0833,12.584007,780,6911,7691,October,2019
648,winter,0,Friday,1,Clear,17.835,46.3333,12.166932,834,6736,7570,October,2019
649,winter,0,Saturday,0,Clear,17.9375,53.9167,15.751164,1060,6222,7282,October,2019
650,winter,0,Sunday,0,Clear,16.126653,49.4583,9.791514,2252,4857,7109,October,2019
651,winter,0,Monday,1,Clear,21.388347,64.0417,18.667004,2080,4559,6639,October,2019
652,winter,0,Tuesday,1,Mist + Cloudy,23.028347,70.75,19.834479,760,5115,5875,October,2019
653,winter,0,Wednesday,1,Clear,19.201653,55.8333,12.208807,922,6612,7534,October,2019
654,winter,0,Thursday,1,Clear,18.689153,69.2917,6.791857,979,6482,7461,October,2019
655,winter,0,Friday,1,Mist + Cloudy,21.4225,72.8333,15.874779,1008,6501,7509,October,2019
656,winter,0,Saturday,0,Mist + Cloudy,23.096653,81.5,9.041918,753,4671,5424,October,2019
657,winter,0,Sunday,0,Clear,19.850847,57.2917,7.874979,2806,5284,8090,October,2019
658,winter,0,Monday,1,Clear,19.030847,51.0,11.125618,2132,4692,6824,October,2019
659,winter,0,Tuesday,1,Clear,19.9875,56.8333,5.4593811,830,6228,7058,October,2019
660,winter,0,Wednesday,1,Clear,22.310847,64.1667,6.3345686,841,6625,7466,October,2019
661,winter,0,Thursday,1,Clear,24.0875,63.625,4.8762064,795,6898,7693,October,2019
662,winter,0,Friday,1,Mist + Cloudy,22.55,80.0417,8.333125,875,6484,7359,October,2019
663,winter,0,Saturday,0,Mist + Cloudy,22.379153,80.7083,8.875289,1182,6262,7444,October,2019
664,winter,0,Sunday,0,Mist + Cloudy,21.73,72.0,15.791364,2643,5209,7852,October,2019
665,winter,0,Monday,1,Mist + Cloudy,19.5775,69.4583,26.666536,998,3461,4459,October,2019
666,winter,0,Tuesday,1,Light Snow,18.04,88.0,23.9994,2,20,22,October,2019
667,winter,0,Wednesday,1,Mist + Cloudy,13.045462,82.5455,14.271603,87,1009,1096,October,2019
668,winter,0,Thursday,1,Mist + Cloudy,14.6575,66.6667,11.166689,419,5147,5566,October,2019
669,winter,0,Friday,1,Mist + Cloudy,14.999153,58.1667,10.542182,466,5520,5986,November,2019
670,winter,0,Saturday,0,Clear,14.555,52.2083,17.833725,618,5229,5847,November,2019
671,winter,0,Sunday,0,Mist + Cloudy,14.076653,49.125,18.125443,1029,4109,5138,November,2019
672,winter,0,Monday,1,Clear,13.359153,53.2917,12.000236,1201,3906,5107,November,2019
673,winter,0,Tuesday,1,Clear,13.085847,49.4167,15.833775,378,4881,5259,November,2019
674,winter,0,Wednesday,1,Clear,11.514153,56.7083,11.625371,466,5220,5686,November,2019
675,winter,0,Thursday,1,Mist + Cloudy,12.129153,54.75,20.375236,326,4709,5035,November,2019
676,winter,0,Friday,1,Clear,14.439134,33.3478,23.304945,340,4975,5315,November,2019
677,winter,0,Saturday,0,Clear,14.828347,54.0833,14.375386,709,5283,5992,November,2019
678,winter,0,Sunday,0,Clear,15.955847,64.5417,3.8756686,2090,4446,6536,November,2019
679,winter,0,Monday,1,Clear,17.254153,65.9167,8.5425,2290,4562,6852,November,2019
680,winter,1,Tuesday,0,Clear,19.885,74.1667,11.625639,1097,5172,6269,November,2019
681,winter,0,Wednesday,1,Mist + Cloudy,14.076653,66.2917,22.917082,327,3767,4094,November,2019
682,winter,0,Thursday,1,Clear,11.855847,55.2083,13.374875,373,5122,5495,November,2019
683,winter,0,Friday,1,Mist + Cloudy,13.188347,62.0417,10.250129,320,5125,5445,November,2019
684,winter,0,Saturday,0,Clear,14.145,52.4583,11.458675,484,5214,5698,November,2019
685,winter,0,Sunday,0,Clear,13.325,54.5417,12.041843,1313,4316,5629,November,2019
686,winter,0,Monday,1,Clear,14.0425,69.2917,15.250004,922,3747,4669,November,2019
687,winter,0,Tuesday,1,Mist + Cloudy,15.614153,62.3333,15.749489,449,5050,5499,November,2019
688,winter,0,Wednesday,1,Mist + Cloudy,15.340847,68.5,5.542575,534,5100,5634,November,2019
689,winter,0,Thursday,1,Clear,14.486653,61.375,6.917482,615,4531,5146,November,2019
690,winter,1,Friday,0,Clear,13.94,58.0417,3.5423436,955,1470,2425,November,2019
691,winter,0,Saturday,0,Clear,15.101653,56.875,9.917407,1603,2307,3910,November,2019
692,winter,0,Sunday,0,Clear,11.411653,40.4583,25.250357,532,1745,2277,November,2019
693,winter,0,Monday,1,Clear,10.079153,46.8333,10.0835,309,2115,2424,November,2019
694,winter,0,Tuesday,1,Clear,12.846653,53.5417,3.12555,337,4750,5087,November,2019
695,winter,0,Wednesday,1,Mist + Cloudy,11.958347,78.6667,15.916654,123,3836,3959,November,2019
696,winter,0,Thursday,1,Clear,12.163347,50.625,14.125007,198,5062,5260,November,2019
697,winter,0,Friday,1,Clear,11.51567,55.5652,7.739974,243,5080,5323,November,2019
698,winter,0,Saturday,0,Clear,12.231653,64.9583,3.9175436,362,5306,5668,November,2019
699,winter,0,Sunday,0,Mist + Cloudy,12.231653,80.6667,4.0001814,951,4240,5191,December,2019
700,winter,0,Monday,1,Mist + Cloudy,14.2475,82.3333,8.333393,892,3757,4649,December,2019
701,winter,0,Tuesday,1,Clear,18.5525,76.75,5.5422936,555,5679,6234,December,2019
702,winter,0,Wednesday,1,Clear,19.509153,73.375,11.666643,551,6055,6606,December,2019
703,winter,0,Thursday,1,Clear,17.971653,48.5,21.709407,331,5398,5729,December,2019
704,winter,0,Friday,1,Clear,10.489153,50.875,11.708518,340,5035,5375,December,2019
705,winter,0,Saturday,0,Mist + Cloudy,13.154153,76.4167,8.7502,349,4659,5008,December,2019
706,winter,0,Sunday,0,Mist + Cloudy,15.648347,91.125,6.792393,1153,4429,5582,December,2019
707,winter,0,Monday,1,Mist + Cloudy,15.750847,90.5417,10.584325,441,2787,3228,December,2019
708,winter,0,Tuesday,1,Mist + Cloudy,17.869153,92.5,12.750636,329,4841,5170,December,2019
709,winter,0,Wednesday,1,Mist + Cloudy,14.486653,59.6667,19.834479,282,5219,5501,December,2019
710,winter,0,Thursday,1,Mist + Cloudy,12.1975,53.8333,10.916779,310,5009,5319,December,2019
711,winter,0,Friday,1,Clear,12.129153,48.5833,11.666643,425,5107,5532,December,2019
712,winter,0,Saturday,0,Clear,11.548347,64.2917,8.792343,429,5182,5611,December,2019
713,winter,0,Sunday,0,Clear,13.290847,65.0417,7.12545,767,4280,5047,December,2019
714,winter,0,Monday,1,Mist + Cloudy,14.8625,83.875,6.749714,538,3248,3786,December,2019
715,winter,0,Tuesday,1,Mist + Cloudy,16.126653,90.7083,6.5833061,212,4373,4585,December,2019
716,winter,0,Wednesday,1,Clear,16.844153,66.625,14.834068,433,5124,5557,December,2019
717,winter,0,Thursday,1,Clear,13.6325,62.5417,12.334164,333,4934,5267,December,2019
718,winter,0,Friday,1,Mist + Cloudy,13.53,66.7917,8.875021,314,3814,4128,December,2019
719,spring,0,Saturday,0,Mist + Cloudy,13.393347,55.6667,25.083661,221,3402,3623,December,2019
720,spring,0,Sunday,0,Clear,10.899153,44.125,27.292182,205,1544,1749,December,2019
721,spring,0,Monday,1,Clear,10.079153,51.5417,8.916561,408,1379,1787,December,2019
722,spring,0,Tuesday,1,Mist + Cloudy,9.483464,79.1304,5.1744368,174,746,920,December,2019
723,spring,1,Wednesday,0,Mist + Cloudy,11.943464,73.4783,11.304642,440,573,1013,December,2019
724,spring,0,Thursday,1,Light Snow,9.976653,82.3333,21.208582,9,432,441,December,2019
725,spring,0,Friday,1,Mist + Cloudy,10.420847,65.2917,23.458911,247,1867,2114,December,2019
726,spring,0,Saturday,0,Mist + Cloudy,10.386653,59.0,10.416557,644,2451,3095,December,2019
727,spring,0,Sunday,0,Mist + Cloudy,10.386653,75.2917,8.333661,159,1182,1341,December,2019
728,spring,0,Monday,1,Clear,10.489153,48.3333,23.500518,364,1432,1796,December,2019
729,spring,0,Tuesday,1,Mist + Cloudy,8.849153,57.75,10.374682,439,2290,2729,December,2019
